Arabidopsis Centroid	Function	Alyrata	Athaliana	Atrichopoda	Bdistachyon	Cclementina	Cgrandiflora	Cpapaya	Creinhardtii	Crubella	Csativus	Csinensis	CsubellipsoideaC169	Egrandis	Esalsugineum	Fvesca	Gmax	Graimondii	Lusitatissimum	Mdomestica	Mesculenta	Mguttatus	MspRCC299	Mtruncatula	Olucimarinus	Osativa	Ppatens	Ptrichocarpa	Pvulgaris	Rcommunis	Sbicolor	Sitalica	Slycopersicum	Smoellendorffii	Spolyrhiza	Stuberosum	Tcacao	Vcarteri	Vvinifera	Zmays
Athaliana|:|AT1G30380.1	photosystem I subunit X (PsaK, PsaK1)	890580		evm_27.model.AmTr_v1.0_scaffold00007.164	Bradi1g58350.1	Ciclev10017170m	Cagra.1508s0168.1	evm.model.supercontig_17.68	Cre17.g724300.t1.2	Carubv10010631m	Cucsa.048130.1	orange1.1g033067m	48119	Eucgr.D00234.1	Thhalv10009090m	mrna00119.1-v1.0-hybrid	Glyma.15G194300.1, Glyma.09G087700.1	Gorai.005G266900.1	Lus10007399, Lus10012086		cassava4.1_019060m, cassava4.1_019108m	Migut.M01877.1		Medtr1g026820.1	37677	LOC_Os07g05480.1	Phpat.013G034300.1, Phpat.003G039700.1, Phpat.013G034200.1	Potri.018G027600.1, Potri.006G254200.1	Phvul.009G216400.1, Phvul.002G140800.1	29932.m000601	Sobic.002G033900.1	Si031478m	Solyc08g006930.2.1	29306	Spipo8G0026800	PGSC0003DMP400035620	Thecc1EG006076t1	Vocar20001225m	GSVIVT01021584001	GRMZM2G012397_P01
Athaliana|:|AT5G35360.3	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	493601		evm_27.model.AmTr_v1.0_scaffold00101.55, evm_27.model.AmTr_v1.0_scaffold00025.261		Ciclev10007954m	Cagra.2178s0005.1	evm.model.supercontig_115.27	Cre08.g359350.t1.2, Cre08.g360050.t1.1	Carubv10007754m	Cucsa.169920.1	orange1.1g009323m	19857, 64553	Eucgr.C02177.1	Thhalv10002478m	mrna12218.1-v1.0-hybrid	Glyma.05G221100.1, Glyma.08G027600.1	Gorai.005G116100.1, Gorai.003G155100.1	Lus10028196, Lus10017534, Lus10042899, Lus10028753, Lus10028199, Lus10042901	MDP0000241338, MDP0000321496, MDP0000651011, MDP0000157284, MDP0000458912, MDP0000215466, MDP0000745842	cassava4.1_012353m, cassava4.1_028937m	Migut.E00675.1		Medtr8g101330.4			Phpat.008G029300.1, Phpat.008G029200.1, Phpat.024G015000.1	Potri.018G146300.1, Potri.006G078200.1	Phvul.002G302900.1	30185.m000954			Solyc01g008330.2.1	438375	Spipo12G0063600	PGSC0003DMP400028641	Thecc1EG039756t1	Vocar20013017m	GSVIVT01032257001	
Athaliana|:|AT5G26710.1	Glutamyl-tRNA synthetase (EC 6.1.1.17)	489491, 473931		evm_27.model.AmTr_v1.0_scaffold00071.123, evm_27.model.AmTr_v1.0_scaffold00045.166	Bradi3g13397.2, Bradi2g10180.1	Ciclev10000427m	Cagra.6170s0010.1, Cagra.3924s0005.1	evm.model.supercontig_248.3	Cre11.g467547.t1.1	Carubv10000328m, Carubv10003812m	Cucsa.051070.1	orange1.1g043341m	47622	Eucgr.H01345.1	Thhalv10003717m	mrna11400.1-v1.0-hybrid, mrna11789.1-v1.0-hybrid, mrna22949.1-v1.0-hybrid	Glyma.10G141500.1, Glyma.20G090100.1	Gorai.011G225600.1, Gorai.012G023300.1	Lus10026044, Lus10014335	MDP0000208171, MDP0000136709, MDP0000505487, MDP0000170095	cassava4.1_002485m, cassava4.1_002487m	Migut.B00906.1, Migut.M00397.1		Medtr1g085150.1	39738	LOC_Os01g16520.1, LOC_Os10g22380.1	Phpat.016G091600.1, Phpat.023G054700.1, Phpat.021G060300.1, Phpat.025G041600.1, Phpat.012G066700.1	Potri.005G001200.1, Potri.013G000400.1	Phvul.007G206700.1	30128.m008996	Sobic.001G221500.1, Sobic.001G509500.1	Si011642m, Si000476m, Si016471m	Solyc01g102410.2.1	121308	Spipo4G0034700	PGSC0003DMP400031766	Thecc1EG047055t1	Vocar20007443m	GSVIVT01031353001, GSVIVT01031352001	GRMZM2G046932_P01, GRMZM2G057491_P01
Athaliana|:|AT2G20420.1	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)	480870		evm_27.model.AmTr_v1.0_scaffold00067.98	Bradi3g49070.1	Ciclev10020300m	Cagra.8766s0004.1	evm.model.supercontig_165.35	Cre17.g703700.t1.1	Carubv10013793m	Cucsa.348970.1	orange1.1g014588m	31222	Eucgr.H00143.1	Thhalv10001996m	mrna08289.1-v1.0-hybrid	Glyma.10G039000.1, Glyma.13G125400.1	Gorai.001G180000.1, Gorai.001G179900.1	Lus10024923, Lus10008238, Lus10003620, Lus10022902	MDP0000303254, MDP0000304843, MDP0000321236	cassava4.1_007411m, cassava4.1_008387m	Migut.N02218.1, Migut.D00454.1		Medtr1g069645.1	31367	LOC_Os02g40830.1	Phpat.020G023400.1	Potri.014G195700.1, Potri.002G259600.1	Phvul.007G190800.1	28492.m000465	Sobic.004G218600.1	Si017316m	Solyc06g083790.2.1	419323	Spipo1G0005900	PGSC0003DMP400034968	Thecc1EG003964t1	Vocar20010770m	GSVIVT01028373001	GRMZM2G064695_P03, GRMZM2G094614_P02
Athaliana|:|AT2G30570.1	Photosystem II protein PsbW (similar to Psb28)	902045		evm_27.model.AmTr_v1.0_scaffold00002.505	Bradi2g51480.1, Bradi2g20380.1	Ciclev10024455m, Ciclev10029551m	Cagra.0567s0020.1	evm.model.supercontig_52.136		Carubv10024876m	Cucsa.133180.1, Cucsa.388680.1	orange1.1g032691m	48009	Eucgr.B01493.1	Thhalv10009104m, Thhalv10017409m		Glyma.10G032200.1, Glyma.19G161400.1, Glyma.02G141700.1, Glyma.03G159100.1	Gorai.004G219000.1, Gorai.007G277800.1, Gorai.007G277900.1, Gorai.007G142300.1, Gorai.001G243300.1	Lus10033862, Lus10014751, Lus10024858, Lus10018771, Lus10018772	MDP0000281971, MDP0000195878	cassava4.1_019040m, cassava4.1_018917m, cassava4.1_018914m	Migut.D00378.1		Medtr7g096150.1, Medtr1g070495.1	119497	LOC_Os01g56680.2, LOC_Os05g43310.1	Phpat.018G021300.1, Phpat.022G058700.1, Phpat.018G021200.1, Phpat.022G058500.1	Potri.002G044300.1, Potri.005G218800.1	Phvul.007G177300.1, Phvul.001G157100.1	29598.m000456, 29883.m002001	Sobic.003G313000.1, Sobic.009G191300.1	Si023619m, Si003335m	Solyc06g084050.2.1, Solyc09g065910.1.1	101359	Spipo9G0001000, Spipo2G0058500	PGSC0003DMP400034952, PGSC0003DMP400013342	Thecc1EG026321t1, Thecc1EG046978t1, Thecc1EG026323t1	Vocar20014622m	GSVIVT01000743001, GSVIVT01036277001	GRMZM6G650316_P01, AC190623.3_FGP001
Athaliana|:|AT5G20070.1	NADH pyrophosphatase (EC 3.6.1.22)	488907		evm_27.model.AmTr_v1.0_scaffold00081.27	Bradi1g51060.1	Ciclev10008313m	Cagra.3542s0009.1	evm.model.supercontig_648.3	Cre13.g582476.t1.1, Cre09.g396900.t1.2	Carubv10000983m	Cucsa.131900.1	orange1.1g014873m	49188	Eucgr.C04181.1	Thhalv10013566m	mrna30999.1-v1.0-hybrid	Glyma.05G008300.1, Glyma.17G116600.1, Glyma.06G216700.1	Gorai.004G277900.1, Gorai.013G233600.1	Lus10014493, Lus10030056	MDP0000936042, MDP0000311737, MDP0000124220, MDP0000266699, MDP0000159620	cassava4.1_008901m, cassava4.1_007708m	Migut.J01169.1		Medtr2g054680.1, Medtr4g113990.1	30208	LOC_Os06g04910.1	Phpat.014G045700.1, Phpat.003G008900.1	Potri.006G154200.1, Potri.018G070400.1	Phvul.009G197200.1, Phvul.003G162700.1	28320.m001099	Sobic.010G030700.1	Si006582m	Solyc06g075080.2.1	54771, 150295	Spipo14G0001000, Spipo8G0030500, Spipo8G0030600, Spipo14G0000900		Thecc1EG038031t1	Vocar20004284m, Vocar20008300m	GSVIVT01015501001	GRMZM2G404897_P04
Athaliana|:|AT5G48840.1	Pantoate--beta-alanine ligase (EC 6.3.2.1)	494947		evm_27.model.AmTr_v1.0_scaffold00067.141	Bradi1g01460.1	Ciclev10021316m	Cagra.0787s0008.1	evm.model.supercontig_8.172	Cre02.g090150.t1.2	Carubv10026764m	Cucsa.140230.1, Cucsa.184310.1		12975	Eucgr.H00804.1	Thhalv10004618m	mrna17530.1-v1.0-hybrid	Glyma.18G172500.1	Gorai.001G185900.1	Lus10025932, Lus10038167	MDP0000240948	cassava4.1_012000m	Migut.D00523.1, Migut.I00044.1		Medtr7g058920.1	35160	LOC_Os03g63490.1	Phpat.024G046800.1	Potri.002G240800.1	Phvul.007G209400.1	30204.m001779	Sobic.001G009900.1	Si036720m	Solyc09g061680.2.1	84682, 99962	Spipo11G0062300	PGSC0003DMP400004235	Thecc1EG002982t1	Vocar20009263m, Vocar20011223m	GSVIVT01028578001	GRMZM5G876146_P01
Athaliana|:|AT1G30520.1	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	313692		evm_27.model.AmTr_v1.0_scaffold00155.30	Bradi3g14330.1	Ciclev10017814m	Cagra.1508s0151.1	evm.model.supercontig_166.41	Cre01.g030900.t1.1	Carubv10008743m	Cucsa.048280.1	orange1.1g008491m	61706	Eucgr.D00163.1, Eucgr.D00174.1, Eucgr.D00173.1	Thhalv10007264m	mrna28880.1-v1.0-hybrid	Glyma.15G130500.1, Glyma.09G024500.1	Gorai.009G115300.1	Lus10036027, Lus10009704	MDP0000763968, MDP0000289266	cassava4.1_004744m	Migut.H01327.1		Medtr2g030240.1	29237	LOC_Os08g03630.1	Phpat.010G014600.1	Potri.011G164100.1	Phvul.006G128100.1	29953.m000429	Sobic.007G029300.1	Si013502m	Solyc02g069920.2.1	89333	Spipo13G0043400	PGSC0003DMP400036735	Thecc1EG026920t1	Vocar20009703m	GSVIVT01021658001	GRMZM2G066426_P01
Athaliana|:|AT5G08530.1	NADH dehydrogenase [ubiquinone] flavoprotein 1 (EC 1.6.5.3) (EC 1.6.99.3)	487692		evm_27.model.AmTr_v1.0_scaffold00002.5, evm_27.model.AmTr_v1.0_scaffold00010.499	Bradi1g53800.1	Ciclev10033600m	Cagra.1365s0067.1	evm.model.supercontig_257.6	Cre10.g422600.t1.1	Carubv10000637m	Cucsa.337250.1, Cucsa.222220.1	orange1.1g011427m	22252	Eucgr.H04659.1	Thhalv10013394m		Glyma.02G003300.1, Glyma.10G005500.1	Gorai.008G164400.1, Gorai.001G109800.1	Lus10015807, Lus10036999, Lus10015808	MDP0000189545, MDP0000188248, MDP0000191266, MDP0000289982, MDP0000208817, MDP0000475135	cassava4.1_006476m	Migut.E00031.1		Medtr1g042300.2	43184	LOC_Os07g45090.1	Phpat.004G069700.1, Phpat.012G012000.1	Potri.008G177800.1, Potri.010G057400.1	Phvul.007G274700.1	29929.m004691	Sobic.002G396700.1	Si029406m	Solyc02g087240.2.1	150347	Spipo8G0006700	PGSC0003DMP400002319	Thecc1EG010782t1	Vocar20001097m	GSVIVT01013345001, GSVIVT01020401001	GRMZM2G040209_P01, GRMZM2G024484_P01
Athaliana|:|AT5G26667.1	Uridine monophosphate/cytidine monophosphate kinase (EC 2.7.4.14)	489481		evm_27.model.AmTr_v1.0_scaffold00106.6, evm_27.model.AmTr_v1.0_scaffold00110.114	Bradi1g20640.2	Ciclev10024291m, Ciclev10013384m	Cagra.3924s0013.1	evm.model.supercontig_41.58	Cre10.g438650.t1.2, Cre01.g029750.t1.1	Carubv10001957m	Cucsa.362400.1, Cucsa.257020.1	orange1.1g040894m, orange1.1g028031m	17307, 17599	Eucgr.G00158.1, Eucgr.D01165.1, Eucgr.I02087.1, Eucgr.G00116.1, Eucgr.D01166.1	Thhalv10004904m	mrna00232.1-v1.0-hybrid	Glyma.07G121000.1, Glyma.03G102700.1	Gorai.012G006800.1, Gorai.013G014300.1	Lus10031611, Lus10033733, Lus10019509	MDP0000370271, MDP0000182061, MDP0000240174, MDP0000320846, MDP0000294635	cassava4.1_016239m, cassava4.1_034091m, cassava4.1_012699m	Migut.N01708.1, Migut.B01476.1		Medtr8g009520.1	40028	LOC_Os07g43170.1, LOC_Os02g53790.1, LOC_Os06g02000.3, LOC_Os06g10200.2	Phpat.025G029100.1, Phpat.015G013500.1, Phpat.004G075800.1, Phpat.009G019200.1, Phpat.001G016500.1, Phpat.021G058400.1, Phpat.011G036700.1	Potri.002G134600.1, Potri.014G043300.1, Potri.014G104700.1	Phvul.010G040800.1	29709.m001213, 30074.m001348	Sobic.007G223100.1, Sobic.004G318100.1, Sobic.010G007500.1, Sobic.006G003300.1	Si007108m, Si014455m, Si018340m	Solyc08g077300.2.1, Solyc01g088480.2.1	85389, 270489	Spipo1G0087800, Spipo2G0044200	PGSC0003DMP400041876, PGSC0003DMP400003072	Thecc1EG043327t1, Thecc1EG042355t3	Vocar20009450m	GSVIVT01027430001, GSVIVT01026782001	GRMZM5G801436_P01, GRMZM2G149281_P01, GRMZM2G141009_P01
Athaliana|:|ATCG00700.1	Photosystem II protein PsbN	916296			Bradi2g03624.1, Bradi1g05737.1, Bradi1g65952.1, Bradi5g09697.1, Bradi5g09701.1												Glyma.15G188400.1	Gorai.006G061700.1, Gorai.007G252000.1		MDP0000487437, MDP0000610980		Migut.I00398.1		Medtr2g062940.1			Phpat.021G018500.1	Potri.013G137000.1, Potri.011G113700.1, Potri.009G079200.1, Potri.019G028300.1, Potri.013G137500.1			Sobic.002G288600.1, Sobic.003G168900.1, Sobic.001G231300.1	Si020870m	Solyc01g007510.1.1		Spipo0G0186400					
Athaliana|:|AT3G02360.2	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	477469		evm_27.model.AmTr_v1.0_scaffold00061.203	Bradi1g50220.1	Ciclev10031373m, Ciclev10011597m	Cagra.1194s0066.1	evm.model.supercontig_53.7, evm.model.supercontig_70.14		Carubv10013557m	Cucsa.238400.1	orange1.1g011501m, orange1.1g011394m	27305	Eucgr.I02092.1	Thhalv10020604m	mrna04184.1-v1.0-hybrid	Glyma.08G254500.1, Glyma.18G277300.1, Glyma.19G038400.1	Gorai.001G205600.1, Gorai.004G063900.1	Lus10003043, Lus10034102	MDP0000250354, MDP0000191398	cassava4.1_006514m, cassava4.1_011191m, cassava4.1_006442m	Migut.H00569.1		Medtr7g017900.1		LOC_Os06g02144.1	Phpat.015G090500.1, Phpat.009G090800.1, Phpat.013G074300.1, Phpat.012G037200.1	Potri.004G108900.1, Potri.010G134900.1, Potri.008G113700.1, Potri.T017700.1, Potri.017G106900.1, Potri.T017600.1	Phvul.004G046100.1, Phvul.008G023700.1	29832.m000313	Sobic.003G418600.1, Sobic.010G009300.1	Si001260m, Si006330m	Solyc12g040580.1.1, Solyc12g040570.1.1, Solyc05g010260.2.1, Solyc04g005160.1.1	168478	Spipo12G0014100	PGSC0003DMP400043597	Thecc1EG019085t1, Thecc1EG011383t1	Vocar20003897m	GSVIVT01010170001, GSVIVT01010171001	GRMZM2G127798_P02, GRMZM2G145715_P01
Athaliana|:|AT1G64190.1	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	893012					Cagra.0062s0022.1			Carubv10022193m	Cucsa.107160.1				Thhalv10023427m, Thhalv10023511m	mrna05596.1-v1.0-hybrid														29841.m002898, 30190.m010775										
Athaliana|:|AT5G41670.1	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	493822		evm_27.model.AmTr_v1.0_scaffold00024.170, evm_27.model.AmTr_v1.0_scaffold00047.159	Bradi1g54350.2	Ciclev10019859m, Ciclev10023851m, Ciclev10024185m	Cagra.2542s0001.1	evm.model.supercontig_122.20	Cre12.g526800.t1.2	Carubv10007559m		orange1.1g043238m, orange1.1g010652m, orange1.1g041006m		Eucgr.D01779.1		mrna27907.1-v1.0-hybrid	Glyma.08G020500.1, Glyma.05G214000.1	Gorai.008G251800.1	Lus10032341, Lus10024725	MDP0000314543, MDP0000176880	cassava4.1_006241m	Migut.E01226.1		Medtr8g099185.1	32825	LOC_Os11g29400.1		Potri.003G135600.1, Potri.001G095800.1	Phvul.002G295300.1		Sobic.005G115600.1	Si026449m	Solyc12g056120.1.1	98399	Spipo0G0029400, Spipo9G0029100	PGSC0003DMP400065477	Thecc1EG016386t1			GRMZM2G440208_P01
Athaliana|:|AT2G25870.1	Sugar-terminal-phosphatase (EC 3.1.3.9/ EC 3.1.3.58)	901259		evm_27.model.AmTr_v1.0_scaffold00080.12, evm_27.model.AmTr_v1.0_scaffold00056.150	Bradi2g49310.3, Bradi3g08610.2	Ciclev10007803m, Ciclev10010169m	Cagra.21650s0003.1	evm.model.supercontig_7.222, evm.model.supercontig_7.220	Cre09.g402997.t1.1, Cre06.g252150.t1.2	Carubv10024811m	Cucsa.312450.1	orange1.1g025419m, orange1.1g007600m	55223, 34923	Eucgr.C00613.1	Thhalv10001936m	mrna09016.1-v1.0-hybrid, mrna09017.1-v1.0-hybrid	Glyma.17G192300.1, Glyma.14G144100.1	Gorai.010G104100.1	Lus10006031, Lus10005489, Lus10038133, Lus10005169	MDP0000709488, MDP0000166141, MDP0000210488, MDP0000210489, MDP0000274030	cassava4.1_004033m, cassava4.1_030801m	Migut.A00179.1		Medtr1g007290.1, Medtr1g007320.1	44068, 6758	LOC_Os02g13360.1, LOC_Os09g22000.1, LOC_Os01g53720.2	Phpat.015G093800.1	Potri.018G057500.1, Potri.006G235300.1	Phvul.001G078300.1	29794.m003415	Sobic.004G098000.1, Sobic.003G290200.1	Si000755m, Si019381m	Solyc06g011570.2.1, Solyc08g066180.2.1	130490	Spipo18G0032300, Spipo8G0060500	PGSC0003DMP400056481	Thecc1EG037230t1	Vocar20014369m	GSVIVT01035316001	GRMZM5G836674_P02, GRMZM2G137852_P01, GRMZM2G497422_P01, GRMZM5G873594_P02
Athaliana|:|AT5G66690.1	Coniferyl-alcohol and sinapyl-alcohol glucosyltransferase (EC 2.4.1.111)			evm_27.model.AmTr_v1.0_scaffold00017.272, evm_27.model.AmTr_v1.0_scaffold00002.401							Cucsa.104910.1			Eucgr.H01245.1, Eucgr.I02471.1, Eucgr.H01244.1, Eucgr.I02470.1	Thhalv10005518m	mrna29527.1-v1.0-hybrid, mrna28059.1-v1.0-hybrid, mrna29531.1-v1.0-hybrid	Glyma.06G239500.1, Glyma.06G239600.1	Gorai.008G069500.1		MDP0000251883		Migut.L00300.1				LOC_Os02g26710.1	Phpat.014G057300.1						Solyc02g063000.2.1, Solyc02g085660.1.1			PGSC0003DMP400022422, PGSC0003DMP400007969	Thecc1EG000447t1, Thecc1EG000445t1, Thecc1EG000450t1, Thecc1EG000446t1		GSVIVT01012581001, GSVIVT01018499001	
Athaliana|:|AT3G50740.1	Coniferyl-alcohol and sinapyl-alcohol glucosyltransferase (EC 2.4.1.111)	485420				Ciclev10025462m, Ciclev10027249m, Ciclev10025490m, Ciclev10008085m		evm.model.supercontig_158.10, evm.model.supercontig_8.228, evm.model.supercontig_158.11		Carubv10019444m	Cucsa.201450.1	orange1.1g011099m, orange1.1g011608m, orange1.1g041419m, orange1.1g043859m		Eucgr.L01659.1, Eucgr.L01657.1, Eucgr.L01660.1, Eucgr.H01241.1, Eucgr.H01242.1, Eucgr.H01243.1, Eucgr.H01247.1, Eucgr.H01250.1, Eucgr.H01252.1, Eucgr.H01251.1, Eucgr.H01249.1	Thhalv10010327m, Thhalv10010324m	mrna29533.1-v1.0-hybrid, mrna15107.1-v1.0-hybrid, mrna29526.1-v1.0-hybrid	Glyma.01G177900.1, Glyma.12G163400.1, Glyma.11G064400.1	Gorai.008G069400.1, Gorai.005G042500.1, Gorai.003G016800.1	Lus10041713, Lus10024035, Lus10024037, Lus10041715, Lus10001858	MDP0000244946, MDP0000818140, MDP0000248148, MDP0000312545, MDP0000600192, MDP0000135820, MDP0000933711	cassava4.1_029183m, cassava4.1_034151m			Medtr5g019580.2				Potri.007G030300.1, Potri.007G030200.1, Potri.007G029800.1, Potri.007G030500.1, Potri.007G030400.1	Phvul.002G096500.1, Phvul.003G021900.1, Phvul.002G026900.1	29646.m001063			Solyc05g053400.1.1, Solyc02g062990.1.1	157053, 113943		PGSC0003DMP400022515, PGSC0003DMP400007971, PGSC0003DMP400022494	Thecc1EG000449t1, Thecc1EG000443t1, Thecc1EG000444t1, Thecc1EG000442t1		GSVIVT01019022001, GSVIVT01019017001	
Athaliana|:|AT2G43840.2	UDP-glucose:p-aminobenzoate glucosyltransferase	483500		evm_27.model.AmTr_v1.0_scaffold00066.214, evm_27.model.AmTr_v1.0_scaffold00066.213, evm_27.model.AmTr_v1.0_scaffold00066.211, evm_27.model.AmTr_v1.0_scaffold00066.217	Bradi4g35356.1, Bradi4g35342.1	Ciclev10029825m	Cagra.1517s0013.1			Carubv10025301m	Cucsa.149960.1			Eucgr.K02875.1, Eucgr.H00263.1	Thhalv10001441m	mrna25367.1-v1.0-hybrid	Glyma.13G061500.1, Glyma.08G125600.1		Lus10008742, Lus10017825, Lus10029197	MDP0000684216, MDP0000229469	cassava4.1_006987m			Medtr8g088560.1		LOC_Os09g34230.1, LOC_Os09g34250.1			Phvul.002G247700.1, Phvul.004G030400.1, Phvul.009G115200.1, Phvul.004G031100.1			Si019285m, Si029769m, Si030415m	Solyc08g008450.1.1				Thecc1EG011281t2, Thecc1EG019801t1, Thecc1EG019803t1			
Athaliana|:|AT3G21560.1	UDP-glucose:sinapate glucosyltransferase (EC 2.4.1.120)	479675		evm_27.model.AmTr_v1.0_scaffold00047.180			Cagra.11163s0001.1			Carubv10013531m					Thhalv10020520m									Medtr1g107375.1																
Athaliana|:|AT1G24100.1	N-hydroxythioamide S-beta-glucosyltransferase (EC 2.4.1.195) in Trp, Phe, Tyr-derived glucosinolates biosynthesis	889955				Ciclev10031201m, Ciclev10020081m	Cagra.0605s0018.1	evm.model.supercontig_5.342, evm.model.supercontig_5.341		Carubv10009070m		orange1.1g036105m, orange1.1g012645m, orange1.1g042896m		Eucgr.B02563.1	Thhalv10007574m	mrna00708.1-v1.0-hybrid, mrna09479.1-v1.0-hybrid	Glyma.02G029900.1, Glyma.01G036000.1	Gorai.009G344800.1, Gorai.003G157800.1, Gorai.002G164900.1, Gorai.011G176600.1	Lus10010712	MDP0000143804, MDP0000254174	cassava4.1_009833m, cassava4.1_006949m, cassava4.1_034011m, cassava4.1_023620m	Migut.L01449.1		Medtr5g035580.1, Medtr5g035560.1				Potri.015G071900.1	Phvul.002G075200.1	29736.m002119			Solyc05g006140.1.1, Solyc05g006150.1.1, Solyc08g006400.1.1			PGSC0003DMP400027334, PGSC0003DMP400027307	Thecc1EG011989t1, Thecc1EG010198t1		GSVIVT01007815001, GSVIVT01020177001	
Athaliana|:|AT1G05560.1	UDP-glucose:p-aminobenzoate glucosyltransferase	887744			Bradi2g12347.1, Bradi1g37050.1, Bradi1g37030.1		Cagra.1671s0182.1, Cagra.1671s0179.1			Carubv10009073m				Eucgr.H00502.1, Eucgr.H00004.1	Thhalv10007593m	mrna06599.1-v1.0-hybrid, mrna06600.1-v1.0-hybrid	Glyma.05G150700.1, Glyma.05G150600.1, Glyma.08G107500.1, Glyma.18G003100.1		Lus10040590, Lus10021610, Lus10040591, Lus10019989			Migut.G01350.1, Migut.M01762.1, Migut.G00803.1, Migut.G00804.1, Migut.M01763.1, Migut.G00802.1, Migut.E01173.1		Medtr3g084540.1, Medtr3g084530.1, Medtr8g083290.1		LOC_Os06g39270.1		Potri.002G236400.1				Si008226m	Solyc01g066140.1.1, Solyc09g092490.2.1			PGSC0003DMP400036351, PGSC0003DMP400036359, PGSC0003DMP400050634			GSVIVT01031580001	
Athaliana|:|AT2G31790.1	N-hydroxythioamide S-beta-glucosyltransferase (EC 2.4.1.195) in aliphatic glucosinolates biosynthesis	902214					Cagra.1626s0023.1	evm.model.supercontig_1205.1		Carubv10025420m	Cucsa.184920.1		46961		Thhalv10016636m			Gorai.001G101000.1	Lus10009408			Migut.C00347.1											Solyc04g082860.1.1			PGSC0003DMP400017683				
Athaliana|:|AT2G43820.1	UDP-glucose:p-aminobenzoate glucosyltransferase	483498		evm_27.model.AmTr_v1.0_scaffold00066.216, evm_27.model.AmTr_v1.0_scaffold00066.209, evm_27.model.AmTr_v1.0_scaffold00066.219, evm_27.model.AmTr_v1.0_scaffold00066.218	Bradi5g03380.1, Bradi4g35350.1, Bradi1g11940.1	Ciclev10018164m, Ciclev10023826m, Ciclev10017665m, Ciclev10018059m, Ciclev10015149m, Ciclev10017856m, Ciclev10015155m, Ciclev10017690m, Ciclev10017904m, Ciclev10020092m	Cagra.1517s0012.1, Cagra.1517s0011.1	evm.model.supercontig_19.19, evm.model.supercontig_601.4		Carubv10024869m, Carubv10023202m	Cucsa.327670.1, Cucsa.345950.1, Cucsa.149970.1, Cucsa.345960.1	orange1.1g039400m, orange1.1g027763m, orange1.1g012277m, orange1.1g022744m, orange1.1g036519m, orange1.1g012194m, orange1.1g043256m		Eucgr.H00698.1, Eucgr.H00697.1, Eucgr.J01009.1, Eucgr.L03638.1, Eucgr.H00695.1, Eucgr.H00694.1, Eucgr.H00279.1, Eucgr.K02356.1, Eucgr.C04261.1, Eucgr.H00692.1, Eucgr.K02355.1	Thhalv10001440m	mrna25363.1-v1.0-hybrid, mrna29832.1-v1.0-hybrid, mrna25365.1-v1.0-hybrid, mrna17480.1-v1.0-hybrid, mrna25361.1-v1.0-hybrid	Glyma.19G025200.1, Glyma.13G061400.1	Gorai.001G226500.1, Gorai.005G008100.1, Gorai.001G226600.1, Gorai.005G007900.1, Gorai.005G008000.1	Lus10028865, Lus10024834, Lus10006721, Lus10020556, Lus10020559, Lus10006352, Lus10009412	MDP0000487552, MDP0000234881, MDP0000287729, MDP0000177944, MDP0000187155, MDP0000891353, MDP0000239301, MDP0000442191, MDP0000515581, MDP0000150382, MDP0000203897, MDP0000793247	cassava4.1_013962m, cassava4.1_007291m, cassava4.1_007706m	Migut.G00842.1, Migut.G00836.1, Migut.G01085.1, Migut.K00203.1, Migut.G00840.1		Medtr6g038230.1		LOC_Os09g34214.1, LOC_Os04g12710.1, LOC_Os03g48740.1, LOC_Os04g12950.1, LOC_Os09g34270.1, LOC_Os04g12720.1	Phpat.005G071600.1	Potri.014G175000.1, Potri.007G140600.1, Potri.007G117200.1, Potri.007G140500.1	Phvul.011G184600.1, Phvul.004G086500.1	29678.m000513, 27866.m000227, 27866.m000232, 29678.m000512, 27866.m000223	Sobic.002G265800.1, Sobic.001G129900.1, Sobic.002G265400.1, Sobic.001G238500.1	Si010049m, Si029756m, Si035385m, Si029697m, Si010556m, Si029755m	Solyc08g006330.2.1, Solyc06g007650.1.1, Solyc08g062220.2.1, Solyc08g006390.1.1, Solyc08g006370.1.1, Solyc08g006410.2.1, Solyc08g006350.2.1	445660, 427660	Spipo2G0055100	PGSC0003DMP400017682, PGSC0003DMP400045695, PGSC0003DMP400016833, PGSC0003DMP400016835, PGSC0003DMP400045693, PGSC0003DMP400033891, PGSC0003DMP400016834, PGSC0003DMP400016831, PGSC0003DMP400037680, PGSC0003DMP400016832, PGSC0003DMP400035859	Thecc1EG002602t1, Thecc1EG002589t1, Thecc1EG002583t1, Thecc1EG002594t1		GSVIVT01038203001, GSVIVT01038200001	GRMZM2G065617_P01, GRMZM2G024131_P01, GRMZM2G171548_P01, GRMZM2G078465_P01, GRMZM2G171522_P01, GRMZM2G022212_P01
