Role	Aly	Ath	Bdi	Cre	Gma	Ogl	Osa	Ptr	Sbi	Vvi	Zma
Sucrose alpha-glucosidase, alkaline/neutral invertase (EC 3.2.1.26)	fgenesh1_pm.C_scaffold_2001203|fgenesh2_kg.1__4769__AT1G56560.1|fgenesh2_kg.6__2244__AT5G22510.1|fgenesh2_kg.6__2937__AT4G09510.1|fgenesh2_kg.7__603__AT4G34860.1|scaffold_104004.1|scaffold_300648.1|scaffold_300751.1	AT1G35580|AT1G56560|AT1G72000|AT3G05820|AT3G06500|AT4G09510|AT4G34860|AT5G22510	BRADI2G12427|BRADI3G44770|BRADI5G09200		GLYMA03G38970|GLYMA04G00750|GLYMA05G31920|GLYMA06G00770|GLYMA07G36440|GLYMA08G15220|GLYMA09G11531|GLYMA10G28640|GLYMA11G10400|GLYMA12G02690|GLYMA17G04160|GLYMA19G41500|GLYMA20G22780	ORGLA01G0117000|ORGLA02G0163300|ORGLA04G0087300	OS01G0332100|OS02G0529400|OS04G0409900	POPTR_0002s17430|POPTR_0004s17480|POPTR_0004s19760|POPTR_0008s02460|POPTR_0008s10090|POPTR_0009s13160|POPTR_0010s24250|POPTR_0013s00800|POPTR_0014s09600	Sb03g013420|Sb04g021550	Vv03s0038g01480|Vv05s0077g00510|Vv06s0061g01520|Vv13s0074g00720|Vv14s0060g00860|Vv15s0046g00210	GRMZM2G022782|GRMZM2G040843|GRMZM2G084694
Sucrose synthase (EC 2.4.1.13)	fgenesh1_pm.C_scaffold_2001317|fgenesh2_kg.5__780__AT3G43190.1|fgenesh2_kg.6__3476__AT4G02280.1|fgenesh2_kg.7__3124__AT5G37180.1|fgenesh2_kg.8__796__AT5G49190.1|scaffold_602179.1	AT1G73370|AT3G43190|AT4G02280|AT5G20830|AT5G37180|AT5G49190	BRADI1G20890|BRADI1G29570|BRADI1G46670|BRADI1G60320|BRADI1G62957|BRADI3G60687		GLYMA02G40740|GLYMA03G37441|GLYMA09G08550|GLYMA11G33240|GLYMA13G17421|GLYMA14G39070|GLYMA15G16171|GLYMA15G20180|GLYMA15G42561|GLYMA17G05067|GLYMA19G40041	ORGLA02G0336200|ORGLA03G0193200|ORGLA04G0039800|ORGLA06G0055900|ORGLA07G0171100	OS03G0340500|OS03G0401300|OS04G0249500|OS04G0309600|OS06G0194900|OS07G0616800	POPTR_0002s20340|POPTR_0004s07940|POPTR_0006s13900|POPTR_0010s01350|POPTR_0010s01360|POPTR_0012s03420|POPTR_0014s12160|POPTR_0015s05540|POPTR_0017s02060|POPTR_0018s07380	Sb01g033060|Sb01g035890|Sb04g038410|Sb10g006330|Sb10g031040	Vv00s1562g00010|Vv04s0079g00230|Vv05s0077g01930|Vv07s0005g00750|Vv10s0071g00070|Vv10s0071g00080|Vv11s0016g00470|Vv12s0057g00130|Vv17s0053g00700	GRMZM2G011240|GRMZM2G045171|GRMZM2G060659|GRMZM2G089713|GRMZM2G152908|GRMZM2G311182|GRMZM2G318780
Sucrose-phosphate phosphatase (EC 3.1.3.24)	Al_scaffold_0001_4531|fgenesh2_kg.5__1591__AT3G52340.3|scaffold_402198.1|scaffold_502537.1	AT1G51420|AT2G35840|AT3G52340|AT3G54270	BRADI1G55300|BRADI2G36350		GLYMA10G10960	ORGLA01G0131500|ORGLA02G0032400|ORGLA05G0029000	OS01G0376700|OS02G0143100|OS05G0144900	POPTR_0006s21420|POPTR_0008s01390|POPTR_0016s06640	Sb04g020180|Sb09g003460|Sb09g003463	Vv08s0032g00840|Vv12s0055g00840	GRMZM2G055489
Sucrose-phosphate synthase (EC 2.4.1.14)	fgenesh2_kg.1__431__AT1G04920.1|fgenesh2_kg.6__1077__AT5G11110.1|fgenesh2_kg.6__2069__AT5G20280.1|fgenesh2_kg.6__2993__AT4G10120.2	AT1G04920|AT4G10120|AT5G11110|AT5G20280	BRADI2G58860|BRADI3G20120|BRADI4G21750	CHLREDRAFT_105328	GLYMA02G29910|GLYMA04G12220|GLYMA06G48200|GLYMA08G42140|GLYMA13G23060|GLYMA14G03300|GLYMA17G11820|GLYMA18G12890	ORGLA01G0359300|ORGLA08G0085400|ORGLA08G0085500|ORGLA11G0068600	OS08G0301500	POPTR_0001s32500|POPTR_0006s06300|POPTR_0013s09030|POPTR_0017s08460|POPTR_0018s01960|POPTR_0025s00740	Sb03g043900|Sb05g007310|Sb09g028570	Vv04s0008g05730|Vv05s0029g01140|Vv11s0118g00200|Vv18s0075g00350|Vv18s0089g00410	GRMZM2G008507|GRMZM2G055331|GRMZM2G140107|GRMZM5G875238
Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	fgenesh2_kg.3__2274__AT3G20480.1	AT3G20480			GLYMA08G43060			POPTR_0001s44470		Vv19s0090g00630	
Thiamin pyrophosphokinase (EC 2.7.6.2)	fgenesh2_kg.1__210__AT1G02880.2	AT1G02880|AT2G44750	BRADI2G12740		GLYMA03G37160|GLYMA19G39770		OS01G0356500	POPTR_0002s20730|POPTR_0014s12540	Sb03g014340	Vv07s0005g00210	GRMZM2G055458
Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)	fgenesh2_kg.1__2499__AT1G22940.1	AT1G22940	BRADI4G40670		GLYMA08G20080|GLYMA12G29140	ORGLA12G0051000	OS12G0192500	POPTR_0003s01150	Sb08g005560	Vv12s0035g00320	GRMZM2G401934
Thiazole biosynthetic enzyme Thi4	scaffold_802014.1	AT5G54770	BRADI1G25860	CHLREDRAFT_196899	GLYMA03G07703|GLYMA06G42080|GLYMA10G39740|GLYMA12G16380|GLYMA20G27990	ORGLA07G0237700	OS07G0529600	POPTR_0004s01990|POPTR_0011s00500|POPTR_0011s13820|POPTR_0101s00250	Sb02g040060|Sb03g025520	Vv10s0116g00530|Vv19s0177g00140	GRMZM2G018375|GRMZM2G074097
Threonine dehydratase biosynthetic (EC 4.3.1.19)	scaffold_301151.1	AT3G10050	BRADI1G11490|BRADI3G45427	CHLREDRAFT_196595	GLYMA10G07340|GLYMA13G21230	ORGLA03G0294200	OS03G0713000	POPTR_0006s11980	Sb01g010250	Vv08s0007g04310	GRMZM2G155323|GRMZM2G569855
Threonine synthase (EC 4.2.3.1)	fgenesh1_pm.C_scaffold_2001274|fgenesh2_kg.7__1207__AT4G29840.1	AT1G72810|AT4G29840	BRADI2G17620|BRADI2G47240	CHLREDRAFT_127384	GLYMA13G42270|GLYMA15G03120|GLYMA17G05980	ORGLA01G0225700|ORGLA05G0213500	OS01G0693800|OS05G0549700	POPTR_0001s20630|POPTR_0003s02770	Sb03g031880|Sb09g027430	Vv00s0429g00020|Vv04s0008g05990|Vv11s0016g01720	AC234575.1_FG003|GRMZM2G050570|GRMZM2G120833|GRMZM2G143025|GRMZM2G179797
Thymidylate synthase (EC 2.1.1.45)	Al_scaffold_0004_72|Al_scaffold_0007_595|fgenesh2_kg.3__3501__AT2G16370.1	AT2G16370|AT2G21550|AT4G34570	BRADI4G07810	CHLREDRAFT_139742	GLYMA04G01244|GLYMA06G01280|GLYMA11G12280|GLYMA12G04480	ORGLA11G0116900|ORGLA12G0101900	OS11G0484400|OS12G0446900	POPTR_0004s16470|POPTR_0005s25200|POPTR_0009s12200	Sb05g016730	Vv03s0038g04500|Vv18s0001g12940|Vv18s0075g01010	GRMZM2G005990|GRMZM2G072608|GRMZM2G139880
Trans-cinnamate 4-monooxygenase (EC 1.14.13.11)	fgenesh2_kg.4__1021__AT2G30490.1	AT2G30490	BRADI2G31510|BRADI2G53470|BRADI3G43160		GLYMA02G40290|GLYMA10G42230|GLYMA14G36500|GLYMA14G38580|GLYMA20G24810	ORGLA01G0291500|ORGLA05G0099000	OS02G0467000|OS02G0467600|OS05G0320700	POPTR_0006s07770|POPTR_0013s15380|POPTR_0019s15110	Sb02g010910|Sb03g038160|Sb04g017460	Vv06s0004g08150|Vv11s0065g00350|Vv11s0078g00290	GRMZM2G010468|GRMZM2G028677|GRMZM2G139874|GRMZM2G147245
Transaldolase (EC 2.2.1.2)	fgenesh1_pg.C_scaffold_1001079|fgenesh2_kg.6__1295__AT5G13420.1	AT1G12230|AT5G13420	BRADI2G59370|BRADI3G16927		GLYMA02G34180|GLYMA03G16940|GLYMA05G04300|GLYMA05G33410|GLYMA08G01000|GLYMA08G37950|GLYMA08G47790|GLYMA13G07970|GLYMA17G14760|GLYMA18G19395|GLYMA18G53700	ORGLA04G0277000|ORGLA08G0026400	OS01G0926300|OS08G0154300	POPTR_0001s00260|POPTR_0001s12930|POPTR_0003s16030	Sb03g044500|Sb07g003600	Vv00s0233g00020|Vv01s0150g00190|Vv02s0154g00100	GRMZM2G134256|GRMZM2G139550|GRMZM5G828312
Transketolase (EC 2.2.1.1)	fgenesh2_kg.5__2540__AT3G60750.1	AT2G45290|AT3G60750	BRADI1G51670	CHLREDRAFT_141319	GLYMA03G03200|GLYMA10G43990|GLYMA20G38720	ORGLA06G0021300	OS06G0133800	POPTR_0002s14730|POPTR_0014s06370	Sb09g005230|Sb10g002220|Sb10g002250	Vv15s0048g00370|Vv16s0022g01440	GRMZM2G033208
Trehalase (EC 3.2.1.28)	scaffold_701930.1	AT4G24040			GLYMA05G36580			POPTR_0001s11050|POPTR_0003s14390|POPTR_0003s14400|POPTR_0006s06750		Vv02s0025g02170	
Trehalose-6-phosphate phosphatase (EC 3.1.3.12)	Al_scaffold_0002_1456|Al_scaffold_0003_3857|Al_scaffold_0007_184|fgenesh1_pg.C_scaffold_6000810|fgenesh1_pm.C_scaffold_1001888|fgenesh1_pm.C_scaffold_7001977|fgenesh2_kg.1__614__AT1G06410.1|fgenesh2_kg.2__2106__AT1G78090.1|fgenesh2_kg.4__145__AT2G22190.1|fgenesh2_kg.6__3182__AT4G12432.1|fgenesh2_kg.7__2042__AT4G22592.1|fgenesh2_kg.8__1034__AT5G51460.1|scaffold_102724.1|scaffold_104040.1|scaffold_200603.1|scaffold_201903.1|scaffold_803240.1	AT1G06410|AT1G22210|AT1G23870|AT1G35910|AT1G60140|AT1G68020|AT1G70290|AT1G78090|AT2G18700|AT2G22190|AT4G12430|AT4G17770|AT4G22590|AT4G39770|AT5G10100|AT5G51460|AT5G65140	BRADI1G21420|BRADI1G27470|BRADI1G60950|BRADI1G69420|BRADI2G19710|BRADI2G49870|BRADI3G32970|BRADI3G35820|BRADI3G53790|BRADI4G29730|BRADI4G41580	CHLREDRAFT_131610|CHLREDRAFT_60124	GLYMA0022S00273|GLYMA01G03870|GLYMA01G23072|GLYMA02G03820|GLYMA02G09480|GLYMA03G09026|GLYMA04G11250|GLYMA04G13880|GLYMA04G35190|GLYMA05G02020|GLYMA05G31350|GLYMA06G10990|GLYMA06G19590|GLYMA06G20621|GLYMA06G42820|GLYMA06G47630|GLYMA07G21325|GLYMA07G25825|GLYMA07G26980|GLYMA08G14590|GLYMA08G39870|GLYMA09G27030|GLYMA09G36570|GLYMA10G41680|GLYMA11G28440|GLYMA11G38230|GLYMA12G00790|GLYMA12G15500|GLYMA13G01420|GLYMA13G01910|GLYMA14G34610|GLYMA17G07530|GLYMA17G14780|GLYMA18G02160|GLYMA18G18590|GLYMA20G25540	ORGLA01G0253300|ORGLA02G0307000|ORGLA03G0086900|ORGLA03G0185400|ORGLA05G0200300|ORGLA08G0128000|ORGLA09G0060800|ORGLA09G0069200|ORGLA09G0170700|ORGLA10G0131600	OS01G0730300|OS01G0749400|OS02G0790500|OS03G0224300|OS03G0386500|OS05G0128900|OS05G0517200|OS07G0485000|OS08G0414700|OS09G0376800|OS09G0397300|OS10G0553300|OS12G0505800	POPTR_0001s00270|POPTR_0001s02190|POPTR_0002s09510|POPTR_0003s09330|POPTR_0003s11190|POPTR_0005s07890|POPTR_0005s16910|POPTR_0006s19000|POPTR_0007s05670|POPTR_0008s13590|POPTR_0010s11510|POPTR_0012s07990|POPTR_0012s14700|POPTR_0015s08530|POPTR_0015s14810|POPTR_0018s10680|POPTR_0873s00200	Sb01g029590|Sb01g033800|Sb01g042380|Sb02g023610|Sb02g024140|Sb02g033420|Sb02g039790|Sb02g039810|Sb02g039820|Sb03g033590|Sb03g034640|Sb04g035560|Sb07g020270|Sb09g025660	Vv00s0173g00110|Vv00s0233g00030|Vv00s0304g00080|Vv01s0011g05960|Vv01s0026g00280|Vv02s0012g01680|Vv02s0154g00110|Vv03s0063g01510|Vv06s0009g01650|Vv12s0028g01670|Vv16s0022g00660|Vv17s0000g08010|Vv18s0001g05300	GRMZM2G008226|GRMZM2G014729|GRMZM2G019183|GRMZM2G099860|GRMZM2G117564|GRMZM2G118462|GRMZM2G122231|GRMZM2G123277|GRMZM2G178546|GRMZM2G304274|GRMZM2G312521|GRMZM2G366659|GRMZM2G527891|GRMZM5G840145
Triosephosphate isomerase (EC 5.3.1.1)	scaffold_400027.1|scaffold_502667.1	AT2G21170|AT3G55440	BRADI2G03170|BRADI4G36310	CHLREDRAFT_26265	GLYMA03G34300|GLYMA10G06740|GLYMA13G20930|GLYMA19G36990	ORGLA01G0026400|ORGLA09G0139000	OS01G0147900|OS09G0535000	POPTR_0004s17530|POPTR_0008s05640|POPTR_0009s13210|POPTR_0010s21100	Sb02g031030|Sb03g006130	Vv03s0038g01780|Vv13s0019g01090	GRMZM2G002807|GRMZM2G018177|GRMZM2G030784|GRMZM5G852968
Tryptophan N-monooxygenase (EC 1.14.13.125)	fgenesh2_kg.4__157__AT2G22330.1|fgenesh2_kg.7__213__AT4G39950.1	AT2G22330|AT4G39950	BRADI1G15690			ORGLA04G0273200	OS04G0174100		Sb01g001200		
Tryptophan synthase alpha chain (EC 4.2.1.20)	fgenesh2_kg.5__1860__AT3G54640.1	AT3G54640		CHLREDRAFT_81238					Sb01g005160		GRMZM2G015436|GRMZM2G046191
Tryptophan synthase beta chain (EC 4.2.1.20)	Al_scaffold_0002_1009|Al_scaffold_0002_1010|fgenesh2_kg.1__1248__AT5G28237.1|fgenesh2_kg.7__1523__AT4G27070.1|fgenesh2_kg.8__1378__AT5G54810.1	AT4G27070|AT5G28237|AT5G54810	BRADI3G14490	CHLREDRAFT_9823	GLYMA02G25300|GLYMA09G15270|GLYMA11G00580|GLYMA18G12090	ORGLA08G0016300	OS08G0135900	POPTR_0001s44620|POPTR_0011s00530|POPTR_0011s13930	Sb07g002770	Vv10s0116g00710|Vv19s0177g00310	GRMZM2G005024|GRMZM2G169593
Tyramine N-feruloyltransferase (EC 2.3.1.110)	Al_scaffold_0092_3|fgenesh2_kg.4__1981__AT2G39020.1	AT2G39020			GLYMA10G15250			POPTR_0008s03740|POPTR_0008s03750|POPTR_0010s23170		Vv13s0019g04540|Vv13s0019g04570	
Tyrosine aminotransferase (EC 2.6.1.5)	fgenesh2_kg.4__405__AT2G24850.1|fgenesh2_kg.7__3088__AT5G36160.1|scaffold_801907.1	AT2G24850|AT5G36160|AT5G53970	BRADI4G16440		GLYMA06G35585|GLYMA06G35630|GLYMA12G26170	ORGLA02G0119100|ORGLA02G0119300|ORGLA02G0120700|ORGLA11G0141400	OS02G0302200|OS02G0302700|OS02G0306401|OS11G0552000	POPTR_0001s40670|POPTR_0011s11570	Sb05g021590|Sb05g021600|Sb05g021610|Sb08g000600	Vv19s0014g02190	GRMZM2G002652
UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	fgenesh2_kg.1__2824__AT1G25141.1	AT1G24793|AT1G24880|AT1G25054|AT1G25145|AT1G25210			GLYMA02G09350|GLYMA13G33226|GLYMA13G44535			POPTR_0010s11670		Vv01s0011g05740	
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)	fgenesh1_pm.C_scaffold_6002668|fgenesh1_pm.C_scaffold_7001706	AT4G05210|AT4G21220	BRADI4G38147		GLYMA01G45151	ORGLA07G0019700		POPTR_0004s03950	Sb02g011290	Vv10s0116g00280	GRMZM5G803610
UDP-4-dehydro-6-deoxy-glucose 3,5-epimerase (no EC)	fgenesh2_kg.1__4432__AT1G53500.1|fgenesh2_kg.2__2151__AT1G78570.1|fgenesh2_kg.3__1593__AT3G14790.1|scaffold_200248.1	AT1G53500|AT1G63000|AT1G78570|AT3G14790	BRADI2G32920|BRADI2G39820|BRADI3G51680	CHLREDRAFT_111778|CHLREDRAFT_158152	GLYMA01G42441|GLYMA05G03640|GLYMA05G04822|GLYMA08G15680|GLYMA12G36290|GLYMA13G33960|GLYMA14G17880|GLYMA15G27510|GLYMA17G14170|GLYMA17G29120	ORGLA03G0121000	OS02G0678400	POPTR_0001s08570|POPTR_0001s39210|POPTR_0003s12000|POPTR_0006s28750|POPTR_0011s10480	Sb01g039220|Sb01g039340|Sb04g031900	Vv02s0025g04610|Vv04s0069g00830|Vv19s0014g00290	GRMZM2G044281|GRMZM2G072911|GRMZM2G166767
UDP-4-dehydro-rhamnose reductase (EC 1.1.1.-)	fgenesh2_kg.1__4432__AT1G53500.1|fgenesh2_kg.2__2151__AT1G78570.1|fgenesh2_kg.3__1593__AT3G14790.1|scaffold_200248.1	AT1G53500|AT1G63000|AT1G78570|AT3G14790	BRADI2G32920|BRADI2G39820|BRADI3G51680	CHLREDRAFT_111778|CHLREDRAFT_158152	GLYMA01G42441|GLYMA05G03640|GLYMA05G04822|GLYMA08G15680|GLYMA12G36290|GLYMA13G33960|GLYMA14G17880|GLYMA15G27510|GLYMA17G14170|GLYMA17G29120	ORGLA03G0121000	OS02G0678400	POPTR_0001s08570|POPTR_0001s39210|POPTR_0003s12000|POPTR_0006s28750|POPTR_0011s10480	Sb01g039220|Sb01g039340|Sb04g031900	Vv02s0025g04610|Vv04s0069g00830|Vv19s0014g00290	GRMZM2G044281|GRMZM2G072911|GRMZM2G166767
UDP-D-apiose synthase (EC 4.1.1.-)	fgenesh2_kg.1__835__AT1G08200.1|fgenesh2_kg.4__779__AT2G27860.1|scaffold_101219.1|scaffold_301921.1|scaffold_502751.1	AT1G08200|AT2G27860	BRADI2G61940		GLYMA11G19090|GLYMA11G19550|GLYMA12G08930|GLYMA12G09350|GLYMA12G27175|GLYMA12G30490|GLYMA17G05440	ORGLA01G0390700	OS01G0969100	POPTR_0004s20120|POPTR_0009s15280	Sb03g047200	Vv03s0017g00680|Vv06s0061g01120|Vv06s0080g00240|Vv16s0013g01870	GRMZM2G063949|GRMZM2G167872
UDP-arabinose 4-epimerase (EC 5.1.3.5)	Al_scaffold_0004_1976|Al_scaffold_0007_2104|Al_scaffold_0008_517|scaffold_103410.1	AT1G30620|AT2G34850|AT4G20460|AT5G44480	BRADI1G58080|BRADI3G14260	CHLREDRAFT_205940	GLYMA05G30410|GLYMA08G13540|GLYMA09G03490|GLYMA15G14433	ORGLA07G0021500|ORGLA08G0012600	OS07G0139400|OS08G0129700	POPTR_0001s46400|POPTR_0011s15960	Sb01g037860|Sb02g002660	Vv10s0003g05640	GRMZM2G000632|GRMZM5G830983
UDP-glucose 4,6-dehydratase (EC 4.2.1.76)	fgenesh2_kg.1__4432__AT1G53500.1|fgenesh2_kg.2__2151__AT1G78570.1|fgenesh2_kg.3__1593__AT3G14790.1	AT1G53500|AT1G78570|AT3G14790	BRADI2G32920|BRADI2G39820	CHLREDRAFT_111778	GLYMA05G04822|GLYMA08G15680|GLYMA12G36290|GLYMA13G33960|GLYMA14G17880|GLYMA15G27510|GLYMA17G29120	ORGLA03G0121000		POPTR_0001s39210|POPTR_0006s28750|POPTR_0011s10480	Sb01g039220|Sb01g039340	Vv04s0069g00830|Vv19s0014g00290	GRMZM2G044281|GRMZM2G166767
UDP-glucose 4-epimerase (EC 5.1.3.2)	fgenesh2_kg.1__1385__AT1G12780.1|fgenesh2_kg.2__160__AT1G63180.1|fgenesh2_kg.7__1905__AT4G23920.1|scaffold_200045.1|scaffold_603467.1	AT1G12780|AT1G63180|AT1G64440|AT4G10960|AT4G23920	BRADI3G35180|BRADI4G28040|BRADI4G35790	CHLREDRAFT_139260	GLYMA01G43540|GLYMA05G36850|GLYMA05G38120|GLYMA07G40150|GLYMA08G01480|GLYMA08G02690|GLYMA11G01940	ORGLA08G0111700|ORGLA09G0039300	OS08G0374800|OS09G0323000|OS09G0526700	POPTR_0001s10700|POPTR_0003s12380|POPTR_0003s14080	Sb02g021780|Sb02g030500|Sb07g018840	Vv02s0025g01560|Vv02s0025g01580|Vv02s0025g04210	GRMZM2G052336|GRMZM2G138410
UDP-glucose dehydrogenase (EC 1.1.1.22)	fgenesh2_kg.1__2706__AT1G26570.1|fgenesh2_kg.6__1528__AT5G15490.1|scaffold_500946.1|scaffold_704133.1	AT1G26570|AT3G29360|AT5G15490|AT5G39320	BRADI1G08120|BRADI1G10650|BRADI4G25140	CHLREDRAFT_129524|CHLREDRAFT_185081|CHLREDRAFT_205498|CHLREDRAFT_40374	GLYMA01G06970|GLYMA02G12870|GLYMA05G00590|GLYMA08G26520|GLYMA13G06050|GLYMA17G08491|GLYMA18G50000|GLYMA19G03500|GLYMA20G03221	ORGLA03G0318200|ORGLA12G0190700|ORGLA12G0190800	OS03G0757900|OS12G0443500|OS12G0443600	POPTR_0008s09390|POPTR_0010s16730	Sb01g007580|Sb01g028996|Sb01g043150	Vv01s0011g00690|Vv14s0108g01590|Vv17s0000g06960	GRMZM2G328500|GRMZM5G862540
UDP-glucose:p-aminobenzoate glucosyltransferase	fgenesh2_kg.4__2558__AT2G43820.1|fgenesh2_kg.4__2560__AT2G43840.1|scaffold_100538.1	AT1G05560|AT2G43820|AT2G43840								Vv05s0094g00960	
UDP-glucose:sinapate glucosyltransferase (EC 2.4.1.120)	fgenesh2_kg.3__2376__AT3G21560.1	AT3G21560									
UDP-glucuronate 4-epimerase (EC 5.1.3.6)	fgenesh2_kg.6__3167__AT4G12250.1|fgenesh2_kg.7__1141__AT4G30440.1|scaffold_100037.1|scaffold_302896.1|scaffold_403471.1|scaffold_604297.1	AT1G02000|AT2G45310|AT3G23820|AT4G00110|AT4G12250|AT4G30440	BRADI1G47000|BRADI1G68040|BRADI3G53830|BRADI4G34430	CHLREDRAFT_151368	GLYMA01G33650|GLYMA02G37020|GLYMA03G03180|GLYMA05G03830|GLYMA05G28510|GLYMA08G11510|GLYMA09G36740|GLYMA11G36600|GLYMA17G07740|GLYMA17G14340|GLYMA18G00505	ORGLA02G0307500|ORGLA03G0102400|ORGLA06G0052300|ORGLA08G0210100|ORGLA09G0119900	OS02G0791500|OS03G0249500|OS06G0187200|OS08G0526100|OS09G0504000	POPTR_0001s32730|POPTR_0002s11750|POPTR_0002s14750|POPTR_0003s11410|POPTR_0006s19240|POPTR_0012s14480|POPTR_0014s06400|POPTR_0017s08580|POPTR_0018s10940	Sb01g041030|Sb02g029130|Sb04g035630|Sb07g026520|Sb10g005920	Vv00s1525g00010|Vv00s2240g00010|Vv02s0241g00180|Vv05s0029g00420|Vv15s0048g00320|Vv15s0048g00330|Vv15s0048g00340|Vv16s0022g01450	GRMZM2G017678|GRMZM2G042179|GRMZM2G052357|GRMZM2G110558|GRMZM2G161233|GRMZM2G170336|GRMZM2G429118|GRMZM2G455306
UDP-glucuronate decarboxylase (EC 4.1.1.35)	fgenesh2_kg.1__835__AT1G08200.1|fgenesh2_kg.4__3008__AT2G47650.1|fgenesh2_kg.4__779__AT2G27860.1|fgenesh2_kg.4__850__AT2G28760.2|fgenesh2_kg.5__1008__AT3G46440.1|fgenesh2_kg.5__1722__AT3G53520.1|fgenesh2_kg.5__2778__AT3G62830.2|fgenesh2_kg.8__1872__AT5G59290.1|scaffold_101219.1|scaffold_301921.1|scaffold_502751.1	AT1G08200|AT2G27860|AT2G28760|AT2G47650|AT3G46440|AT3G53520|AT3G62830|AT5G59290	BRADI1G18020|BRADI1G66227|BRADI1G66440|BRADI2G11960|BRADI2G27870|BRADI2G54380|BRADI2G61940	CHLREDRAFT_135101	GLYMA07G37610|GLYMA10G05260|GLYMA11G15010|GLYMA11G15020|GLYMA11G19090|GLYMA11G19550|GLYMA12G06980|GLYMA12G06990|GLYMA12G08930|GLYMA12G09350|GLYMA12G27175|GLYMA12G30490|GLYMA13G19640|GLYMA13G40960|GLYMA15G04500|GLYMA17G03030|GLYMA17G05440	ORGLA01G0109200|ORGLA01G0303300|ORGLA01G0390700|ORGLA03G0120900|ORGLA03G0123000|ORGLA05G0115700|ORGLA07G0204300	OS01G0315800|OS01G0969100|OS03G0278000|OS03G0280800|OS05G0363200	POPTR_0001s24380|POPTR_0002s20570|POPTR_0004s20120|POPTR_0006s23050|POPTR_0009s15280|POPTR_0014s12380|POPTR_0016s08130	Sb01g035730|Sb01g039050|Sb01g039350|Sb03g012980|Sb03g039180|Sb03g047200|Sb09g018070	Vv03s0017g00680|Vv05s0077g02300|Vv06s0004g04390|Vv06s0061g01120|Vv06s0080g00240|Vv08s0040g02710|Vv13s0067g00350|Vv16s0013g01870	GRMZM2G007195|GRMZM2G007404|GRMZM2G044027|GRMZM2G063949|GRMZM2G157772|GRMZM2G165357|GRMZM2G167872|GRMZM2G347717|GRMZM2G359234|GRMZM2G370048|GRMZM2G381473
UDP-sugar pyrophosphorylase (EC 2.7.7.64)	fgenesh2_kg.4__1527__AT2G35020.1|fgenesh2_kg.8__1143__AT5G52560.1	AT2G35020|AT5G52560	BRADI1G34180|BRADI3G17870|BRADI5G21650	CHLREDRAFT_32796	GLYMA04G42370|GLYMA05G26240|GLYMA06G12430|GLYMA06G37151|GLYMA08G09170|GLYMA10G12915|GLYMA12G15971|GLYMA18G36951	ORGLA04G0221900|ORGLA06G0220500|ORGLA08G0054100	OS04G0613700|OS06G0701200|OS08G0206900	POPTR_0001s15980|POPTR_0002s07790|POPTR_0003s07230	Sb05g021420|Sb07g006040|Sb10g028950	Vv00s2207g00010|Vv01s0011g01420|Vv18s0001g01640	GRMZM2G019986|GRMZM2G044629|GRMZM2G116586|GRMZM2G155729|GRMZM2G161493
UDP-sulfoquinovose synthase (EC 3.13.1.1)	fgenesh2_kg.7__821__AT4G33030.1	AT4G33030	BRADI2G26870|BRADI3G34340	CHLREDRAFT_27658	GLYMA03G28690|GLYMA19G31430	ORGLA05G0128000	OS05G0387200	POPTR_0006s24440	Sb09g019100	Vv04s0008g01190	GRMZM2G053322
UDP-sulfoquinovose:DAG sulfoquinovosyltransferase (EC 2.4.1.-)	Al_scaffold_0006_88	AT5G01220	BRADI1G59860|BRADI1G67200|BRADI2G02800	CHLREDRAFT_116277|CHLREDRAFT_121326	GLYMA01G27840|GLYMA03G14200|GLYMA07G17680|GLYMA18G42540	ORGLA01G0023400|ORGLA03G0112400|ORGLA07G0000200	OS01G0142300|OS03G0265100|OS07G0100300	POPTR_0006s09880|POPTR_0016s12010	Sb01g040150|Sb02g000240|Sb03g006480	Vv08s0007g01940	GRMZM2G049190|GRMZM2G100652|GRMZM2G117153|GRMZM2G477503
UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)	fgenesh2_kg.3__272__AT3G03250.1|scaffold_601782.1	AT3G03250|AT5G17310	BRADI3G01640|BRADI4G37350		GLYMA02G40806|GLYMA06G00426|GLYMA11G33160|GLYMA14G39140|GLYMA15G18665|GLYMA18G05071|GLYMA19G27901	ORGLA02G0012100|ORGLA09G0152000	OS02G0117700|OS09G0553200	POPTR_0004s07280|POPTR_0017s01390	Sb02g032250|Sb04g001320	Vv04s0044g00710	GRMZM2G032003|GRMZM2G098370
Ubiquinol--cytochrome c reductase, cytochrome B subunit (EC 1.10.2.2)		AT2G07727|ATMG00220		AAB93440	GLYMA0405S00200|GLYMA05G18342					Vv03s0110g00200	GRMZM2G018664|GRMZM2G054687|GRMZM2G112030|GRMZM2G314427|GRMZM5G884707
